Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
776,8,78,103100,115570,104390,114260
777,8,78,103100,115570,105540,114570
778,8,78,113580,127420,114580,126420
779,8,78,126540,140310,130130,139310
780,8,78,138350,146640,139350,144370
781,8,78,192900,198930,195940,197930
782,8,78,310930,340690,313820,339690
783,8,78,338700,347340,339700,346340
784,8,78,345390,356810,346390,355810
785,8,78,345390,356810,351820,353590
786,8,80,15760,23310,16760,21030
787,8,80,15760,23310,21040,22310
788,8,84,80940,91030,83800,90030
789,8,84,89080,104600,90080,103600
790,8,84,102800,137700,103800,136700
791,8,84,135840,145900,136840,144900
792,8,84,144170,151120,145170,150120
793,8,84,149280,157170,150280,156170
794,8,84,155420,160510,156420,159510
795,8,84,158600,189090,159600,188090
796,8,84,188070,209130,189070,208130
797,8,84,207230,214240,208230,213240
798,8,84,227840,239380,228840,238380
799,8,88,255550,270510,263350,269510
800,8,89,92760,98620,96900,97620
801,8,89,103330,108600,104330,107600
802,8,89,106610,138940,107610,137940
803,8,89,106610,138940,120860,125660
804,8,89,154410,173560,157710,172560
805,8,89,194490,230180,195490,228780
806,8,89,194490,230180,216720,221640
807,8,90,85630,96640,86630,93730
808,8,93,176900,182680,177900,180000
809,8,93,210700,225060,211700,224060
810,8,93,223070,239280,229080,232370
811,8,93,272460,277260,273460,275230
812,8,93,299660,304820,300660,303480
813,8,93,364430,369510,365560,367390
814,8,95,158990,174600,159990,169600
815,8,95,172610,195260,173610,191030
816,8,95,172610,195260,183180,193960
817,8,96,47820,54440,48820,50550
818,8,96,117000,125620,118630,123260
819,8,96,117000,125620,123270,124620
820,8,96,133840,154780,134840,153780
821,8,96,175120,182250,178460,179930
822,8,96,175120,182250,179940,181250
823,8,96,182060,194510,183060,193510
824,8,96,196760,217590,202710,213040
825,8,97,34750,38650,36670,37520
826,8,97,36760,70320,38290,61590
827,8,97,36760,70320,53920,69170
828,8,97,69870,77300,71660,76130
829,8,97,78690,91240,79690,85110
830,8,97,89250,105620,90250,104620
831,8,97,89250,105620,94610,99320
832,8,97,103630,108250,104630,105340
833,8,97,103630,108250,105350,107250
834,8,97,106260,110400,107260,109400
835,8,97,111680,122620,112680,113920
836,8,97,111680,122620,113930,120860
837,8,97,162750,179350,164230,178350
838,8,97,197470,200700,198470,199700
839,8,97,198710,210800,200230,201950
840,8,97,198710,210800,201960,209800
841,8,97,208810,213300,209810,212300
842,8,126,67690,80900,70290,79900
843,8,126,84410,104000,85410,95900
844,8,126,84410,104000,95910,103000
845,8,126,292850,320210,298140,319210
846,8,126,292850,320210,307400,311250
847,8,127,586380,626050,587380,625050
848,8,127,629140,669720,630860,668720
849,8,127,670400,673030,671400,672030
850,8,127,671040,681460,672620,680460
851,8,127,682520,720460,683520,719460
852,8,127,759330,767690,760330,766690
853,8,127,794780,802390,795780,801390
854,8,128,169460,181060,175050,180060
855,8,128,185800,201860,187570,190880
856,8,128,185800,201860,190890,200860
857,8,128,270540,289650,271540,288650
858,8,128,287730,382250,288730,381250
859,8,128,287730,382250,308750,377310
860,8,128,380380,400390,381380,399390
861,8,128,418680,437610,420360,431030
862,8,128,418680,437610,420390,436610
863,8,129,31910,55820,32910,54820
864,8,129,31910,55820,41190,43120
865,8,129,88510,96200,89510,95200
866,8,129,101540,110060,102690,107880
867,8,129,101540,110060,107890,109060
868,8,129,210010,217040,211010,215960
869,8,129,210010,217040,214540,216040
870,8,129,218960,232870,219960,229230
871,8,129,218960,232870,223880,231870
872,8,129,230880,257970,231880,256970
873,8,129,230880,257970,241050,249040
874,8,129,256360,297840,257360,295300
875,8,129,256360,297840,276920,293890
876,8,129,310370,314280,311370,313280
877,8,129,372650,378200,375660,377200
878,8,129,376210,400040,377210,397410
879,8,130,155760,160030,156760,159030
880,8,131,146050,150850,147050,147740
881,8,133,60780,70270,61780,63600
882,8,133,60780,70270,63610,69270
883,8,137,137460,197440,138460,196440
884,8,137,137460,197440,159740,178270
885,8,137,195570,216670,196570,215670
886,8,137,214740,239720,215740,238720
887,8,137,214740,239720,226770,227390
888,8,137,283830,292740,284830,291740
889,8,138,14600,20020,15600,17950
890,8,138,18030,21220,19030,20060
891,8,138,125940,130820,126940,129820
892,8,138,169700,176500,170700,175500
893,8,138,174510,191410,176530,190340
894,8,138,225650,240830,226650,238850
895,8,138,225650,240830,227880,231740
896,8,142,84430,141170,86100,140170
897,8,142,84430,141170,90830,132170
898,8,142,175680,184560,177930,183560
899,8,142,182750,190960,183750,189790
900,8,142,249010,258430,250010,256790
901,8,142,426080,433860,427080,431520
902,8,143,98940,117400,99940,116400
903,8,143,172130,200510,192260,195550
904,8,143,205750,227670,206750,223730
905,8,143,205750,227670,210200,226670
906,8,143,225830,234660,226830,233660
907,8,143,232910,246710,233910,244710
908,8,143,232910,246710,234770,240760
909,8,143,244810,257290,247450,254960
910,8,143,244810,257290,254970,256290
911,8,143,285020,302210,287520,300920
912,8,143,285020,302210,291500,298510
913,8,144,16280,24470,17280,23470
914,8,144,141920,149590,142920,148590
915,8,145,13090,23650,14090,21810
916,8,145,33400,37120,34400,36120
917,8,145,35130,38720,36490,37720
918,8,145,265000,272220,266000,271180
919,8,145,313850,317830,314850,316830
920,8,148,62260,65130,63260,64130
921,8,148,64120,90940,65120,79230
922,8,148,64120,90940,65900,89940
923,8,148,116010,127330,118540,124770
924,8,148,126530,134300,127530,133300
925,8,148,222650,264640,223650,256690
926,8,148,222650,264640,226930,263640
927,8,150,37790,61550,40350,60500
928,8,150,37790,61550,55980,57900
929,8,150,59560,121720,60560,120720
930,8,150,145110,156970,146110,151300
931,8,150,145110,156970,151310,155970
932,8,150,154980,246090,155980,244190
933,8,150,154980,246090,180470,245090
934,8,152,111950,123840,119950,122840
935,8,152,121930,211160,122930,210160
936,8,152,121930,211160,125130,127440
937,8,152,209250,216940,210250,215940
938,8,208,31060,34700,32060,32780
939,8,208,52140,57090,53500,56090
940,8,208,55100,65530,56100,60380
941,8,208,63540,86000,76330,81320
942,8,209,81180,85470,82180,84470
943,8,209,83690,88970,86590,87970
944,8,209,86980,97040,87980,89120
945,8,209,86980,97040,89130,96040
946,10,9,75100,79500,76100,76700
947,10,9,75100,79500,76710,78500
948,10,16,33190,39150,34460,37850
949,10,16,48320,51050,49320,50050
950,10,16,49060,57160,50150,56100
951,10,17,75760,78430,76760,77430
952,10,17,76440,79870,77440,78870
953,10,18,57000,61510,58000,60320
954,10,27,60390,64250,61680,63250
955,10,30,25670,32170,26920,31170
956,10,30,44530,52710,46250,51710
957,10,40,33020,39110,34600,38110
958,10,40,39530,45040,42560,44040
959,10,42,30680,38760,31680,37760
960,10,43,51240,53950,52240,52950
961,10,43,76420,81600,77420,78980
962,10,43,76420,81600,78990,80600
963,10,61,51190,61520,52570,60520
964,10,61,51190,61520,59220,60200
965,10,61,59530,66050,61600,63500
966,10,62,57210,62760,58210,61760
967,10,65,70940,80280,71940,78790
968,10,70,48630,55160,52060,54160
969,10,70,54480,70820,57200,67970
970,10,71,61350,65500,62350,63860
971,10,71,63510,70640,64510,67480
972,10,73,29420,38260,32350,37260
973,10,73,36560,40430,37560,39180
974,10,92,35210,41750,37780,40750
975,10,92,35210,41750,39370,40560
976,10,92,50930,56600,51930,55600
977,10,93,51480,54600,52750,53350
978,10,93,58600,63380,61080,62380
979,10,93,65030,77750,68140,76750
980,10,94,51360,68670,53510,55590
981,10,94,51360,68670,55600,66060
982,10,95,44750,62880,45750,61880
983,10,97,35600,41650,36600,40650
984,10,98,46800,51570,48320,50570
985,10,98,54160,57740,55160,56670
986,10,98,68990,76860,70610,75860
987,10,98,74870,78010,75870,77010
988,10,100,35490,39870,36490,38870
989,10,101,62190,68870,63190,65150
990,10,101,62190,68870,65160,67870
991,10,113,9730,19630,10820,18630
992,11,1,113150,116190,114150,115190
993,11,45,65100,69560,66100,68560
994,11,46,33260,36270,34380,35270
995,11,46,50300,55200,51430,54200
996,11,46,53210,63900,54460,62900
997,11,48,28400,36100,29400,35100
998,11,48,47460,53920,48460,50700
999,11,48,47460,53920,48780,52790
1000,11,72,34590,40780,37460,39500
1001,11,72,38790,43020,39990,42020
1002,11,72,41130,43900,42130,42900
1003,11,77,116040,121440,118510,120440
1004,11,77,119550,127320,120550,124030
1005,11,77,119550,127320,124040,126320
1006,11,79,38950,44280,39950,43280
1007,11,97,93140,107640,94810,101960
1008,11,97,93140,107640,101970,106640
1009,11,97,116240,122080,117250,118580
1010,11,101,28820,46360,29820,45360
1011,11,101,28820,46360,33730,39350
1012,11,101,50950,54860,51950,53860
1013,11,110,75070,82350,76070,81350
1014,11,111,26420,44830,28060,43830
1015,11,117,43550,50620,44550,48650
1016,11,117,59020,64330,61610,63330
1017,11,119,56280,59680,57280,58680
1018,11,124,39810,43050,40810,42050
1019,12,1,103880,108040,105550,107040
1020,12,1,223360,227670,224360,226560
1021,12,1,225730,235200,227210,234200
1022,12,37,74200,78130,75200,77130
1023,12,37,134900,141210,135900,140210
1024,12,38,156870,164710,157870,163600
1025,12,38,156870,164710,158950,163710
1026,12,38,162810,166080,163810,165080
1027,12,38,164190,168470,165410,167210
1028,12,58,41300,58470,42300,53350
1029,12,58,41300,58470,53360,55690
1030,12,110,114510,125850,115510,120310
1031,12,123,266960,285910,267960,284910
1032,12,155,34760,47930,37340,46930
1033,12,155,45940,50850,46940,49850
1034,12,155,48860,57750,49860,54410
1035,12,155,48860,57750,54420,56750
1036,12,155,55760,60240,57130,59240
1037,12,155,58250,62010,59250,60780
1038,12,155,60260,66230,64010,65230
1039,12,155,189700,197640,190700,196640
1040,12,155,189700,197640,193760,195210
1041,12,155,195650,202070,196650,201070
1042,12,155,200080,214580,201260,213580
1043,12,155,200080,214580,201890,205250
1044,13,1,42890,48000,43890,47000
1045,13,1,61050,67970,62220,66240
1046,13,1,81860,85750,83230,84750
1047,13,1,133220,139720,134220,138720
1048,13,1,141830,145720,142830,144640
1049,13,9,63510,70230,64510,69230
1050,13,33,422720,430310,423720,429230
1051,13,33,529500,532620,530500,531620
1052,13,33,665540,704620,666540,702270
1053,13,38,197080,208340,198080,206250
1054,13,38,218010,221030,219010,220030
1055,13,54,366040,371150,367040,370150
1056,13,54,410160,413740,411160,412740
1057,13,54,704920,711470,706150,710470
1058,13,54,779910,787940,780910,786920
1059,13,54,855420,862110,856420,861110
1060,13,63,141130,154930,142180,153610
1061,13,63,530850,535480,531910,534380
1062,13,63,533490,536350,534490,535350
1063,13,127,135000,140720,136000,139720
1064,13,127,175310,180340,176310,179340
1065,13,134,135340,142780,136340,141780
1066,13,136,200310,205630,201580,203700
1067,13,143,179100,185420,180100,184420
1068,13,143,210010,213690,211010,212690
1069,14,1,26920,29750,27920,28750
1070,14,1,308870,317550,309980,316150
1071,14,1,315900,322480,317750,321480
1072,14,1,373930,379880,374930,378880
1073,14,1,377890,388140,378890,387110
1074,14,6,16480,22400,17480,21400
1075,14,8,59600,63410,61740,62410
1076,14,8,97730,104550,98730,102700
1077,14,8,102650,107970,103650,106970
1078,14,53,18030,22880,19030,21880
1079,14,68,19620,26350,20620,25350
1080,14,68,24520,31360,26970,30360
1081,14,68,30500,35010,31500,32390
1082,14,68,30500,35010,32400,34010
1083,14,75,47880,51890,49330,50890
1084,14,121,174260,183560,175260,182560
1085,14,161,326880,335040,330820,333770
1086,14,161,410060,416080,414130,415080
1087,14,162,149200,160090,150200,159090
1088,14,162,204570,210330,206230,208440
1089,14,162,204570,210330,208450,209330
1090,14,182,146080,157840,147340,156840
1091,14,182,179110,187080,181430,186080
1092,14,182,185950,195710,188730,194710
1093,14,182,360430,371400,361430,370400
1094,14,182,370240,376600,371500,375300
1095,14,182,492060,497130,493060,496130
1096,14,189,326760,336230,330590,335120
1097,14,189,334310,338590,335310,337590
1098,14,189,348560,357190,349710,356190
1099,14,189,356010,362560,357010,361560
1100,14,189,368060,374130,369060,373130
1101,14,189,478550,485940,480650,484940
1102,14,189,502380,505420,503500,504420
1103,14,190,23810,30940,24810,29940
1104,14,190,85030,99740,87440,98740
1105,14,190,85030,99740,94560,95740
1106,14,190,118340,122400,120110,121400
1107,14,190,147800,152950,148800,150520
1108,14,190,147800,152950,150530,151950
1109,14,190,192110,198060,193110,197060
1110,14,190,224460,236640,227290,235640
1111,14,190,249360,259880,250360,258880
1112,14,190,273250,277750,274250,276750
1113,14,190,283960,287210,285070,286010
1114,14,190,303530,307140,304660,306140
1115,14,190,305150,318230,306150,316930
1116,14,190,305150,318230,308160,317230
1117,14,190,322540,326050,323540,325050
1118,14,190,336730,341930,337730,340930
1119,14,190,381410,385300,383250,384300
1120,14,190,425580,429610,426580,428300
1121,14,198,121840,148980,123070,140140
1122,14,200,20200,23770,21200,22750
1123,14,200,74300,90620,76830,84520
1124,14,205,131470,178740,132990,177610
1125,14,205,131470,178740,153190,174330
1126,14,205,178020,188130,179150,187130
1127,14,205,187210,190340,188210,189340
1128,14,205,188710,198690,189710,197690
1129,14,205,218690,224160,219690,222210
1130,14,205,218690,224160,222220,223160
1131,15,4,173740,177380,174840,175600
1132,15,4,173740,177380,175610,176380
1133,15,4,175390,205930,176390,204930
1134,15,4,204000,227400,205000,226400
1135,15,4,204000,227400,216470,221430
1136,15,89,12870,22010,13870,15340
1137,15,136,86550,90410,87550,89410
1138,15,136,94040,99410,95050,98410
1139,15,136,97420,103120,98420,101330
1140,15,136,97420,103120,101340,102120
1141,15,139,49550,58350,50550,57350
1142,15,139,49550,58350,52270,57290
1143,15,176,92730,95530,93730,94430
1144,15,176,93540,97420,94670,96020
1145,16,2,61120,64070,62170,63070
1146,16,2,69170,77450,70170,76450
1147,16,2,684380,690090,686430,689090
1148,16,3,31320,35060,32320,33110
1149,16,13,25290,27930,26290,26930
1150,16,21,62780,69350,63780,68090
1151,16,21,119420,122090,120420,121090
1152,16,21,154450,167090,156440,161480
1153,16,21,154450,167090,161490,166090
1154,16,32,52440,63890,53440,55630
1155,16,32,52440,63890,55640,60900
1156,16,32,52440,63890,60910,62890
1157,16,39,182270,189950,185790,188950
1158,16,39,189410,203440,191610,202440
1159,16,48,24450,33530,25450,32010
1160,16,57,101520,105160,102520,104160
1161,16,71,47220,51740,49440,50740
1162,16,72,24320,30940,27140,29020
1163,16,75,19200,25040,22420,24040
1164,16,78,34040,42020,36910,39880
1165,16,82,25790,30720,27930,29720
1166,16,82,25790,30720,28740,29650
1167,16,100,31470,39260,34200,36350
1168,16,101,17940,37180,19170,32990
1169,16,101,35190,44760,37570,43760
1170,16,101,42770,54620,43770,52960
1171,16,103,57080,62750,58080,58960
1172,16,103,60760,68990,61760,67990
1173,16,104,53990,57450,54990,56450
1174,16,115,65140,71940,66140,70940
1175,16,115,69950,77090,70950,72250
1176,16,115,69950,77090,72260,73460
1177,17,1,89790,103880,90960,99650
1178,17,1,89790,103880,99660,102880
1179,17,1,136990,144360,141050,142400
1180,17,1,136990,144360,142410,143360
1181,17,1,193740,226500,194740,225500
1182,17,1,193740,226500,200020,224990
1183,17,1,227600,233280,228600,232280
1184,17,1,232110,239690,234470,235790
1185,17,1,232110,239690,235800,238690
1186,17,1,259220,261960,260220,260960
1187,17,1,260100,262820,261100,261820
1188,17,1,294320,307140,296800,302460
1189,17,1,294320,307140,302470,306140
1190,17,27,67660,89220,68660,81970
1191,17,27,67660,89220,81980,88220
1192,17,27,88990,97270,91100,95220
1193,17,27,88990,97270,95230,96270
1194,17,27,95340,106920,96340,103480
1195,17,27,95340,106920,100670,102840
1196,17,48,53850,73770,60980,65080
1197,17,48,53850,73770,65090,66400
1198,17,62,49620,54630,50860,53630
1199,17,62,60740,73250,61740,72250
1200,17,62,71310,85300,72310,84300
1201,17,62,71310,85300,74970,83600
1202,17,62,89060,94790,90120,93650
1203,17,63,19540,24900,20700,23790
1204,17,63,22910,29720,23910,28720
1205,17,64,14490,18200,15490,17200
1206,17,64,27090,33970,28690,32970
1207,17,98,49650,59980,50650,58690
1208,17,98,49650,59980,52290,58980
1209,17,98,58040,60720,59040,59720
